"path","class","extension","size_mb","width","height","has_meta","texture_type","srgb","mipmaps","streaming_mips"
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_PhoticShellSandSubstrate_2102/TX_B31_PhoticShellSandSubstrate_2102_MRAOSource.png","terrain_geology","png","1.263","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_PhoticShellSandSubstrate_2102/TX_B31_PhoticShellSandSubstrate_2102_Normal_tile2x2.png","terrain_geology","png","1.286","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_PhoticShellSandSubstrate_2102/TX_B31_PhoticShellSandSubstrate_2102_NormalSource.png","terrain_geology","png","2.681","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_PhoticShellSandSubstrate_2102/TX_B31_PhoticShellSandSubstrate_2102_SourceCrop.png","terrain_geology","png","2.161","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429/TX_B31_WetBasaltShoreline_1429_Albedo_tile2x2.png","terrain_geology","png","1.283","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429/TX_B31_WetBasaltShoreline_1429_AlbedoSource.png","terrain_geology","png","2.303","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429/TX_B31_WetBasaltShoreline_1429_HeightSource.png","terrain_geology","png","0.847","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429/TX_B31_WetBasaltShoreline_1429_MRAOSource.png","terrain_geology","png","1.293","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429/TX_B31_WetBasaltShoreline_1429_Normal_tile2x2.png","terrain_geology","png","1.458","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429/TX_B31_WetBasaltShoreline_1429_NormalSource.png","terrain_geology","png","2.834","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429/TX_B31_WetBasaltShoreline_1429_SourceCrop.png","terrain_geology","png","2.333","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype_Albedo_tile2x2.png","terrain_geology","png","1.288","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype_AlbedoSource.png","terrain_geology","png","2.386","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype_HeightSource.png","terrain_geology","png","0.868","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype_MRAOSource.png","terrain_geology","png","1.386","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype_NormalSource.png","terrain_geology","png","2.815","1024","1024","False","","","",""
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype_SourceFull.png","terrain_geology","png","2.355","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/Audit/Batch21/GeminiTextureIntake_contact_sheet.png","generated_prototype","png","0.143","536","268","False","","","",""
"Docs/GeneratedAssets/Gemini/Audit/Batch21/tile_previews/TX_B21_PhoticSeabedSubstrate_AlbedoHeightSource_20260604_Gemini_155742_tile2x2.png","generated_prototype","png","1.117","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/Audit/Batch21/tile_previews/TX_B21_PhoticShellSandSubstrate_AlbedoSource_20260604_Gemini_164642_tile2x2.png","terrain_geology","png","1.122","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/Outputs/Batch21/TX_B21_PhoticSeabedSubstrate_AlbedoHeightSource_20260604_Gemini_155742.png","generated_prototype","png","2.739","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/Outputs/Batch21/TX_B21_PhoticShellSandSubstrate_AlbedoSource_20260604_Gemini_164642.png","terrain_geology","png","2.747","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/1906/TX_H8_WetBasaltShoreline_1428_static_channel_QA_contact_sheet.png","terrain_geology","png","0.806","1024","568","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/Gemini_Downloaded_PNG_preview.png","generated_prototype","png","2.649","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/TX_Gemini_WetBasaltShoreline_Albedo_20260604_tile2x2.jpg","terrain_geology","jpg","2.153","2048","2048","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1428/GeminiTextureIntake_contact_sheet.png","terrain_geology","png","0.084","268","268","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1428/tile_previews/TX_H8_WetBasaltShoreline_Albedo_1428_tile2x2.png","terrain_geology","png","1.309","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429/GeminiTextureIntake_contact_sheet.png","terrain_geology","png","0.083","268","268","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429/tile_previews/TX_H8_WetBasaltShoreline_Albedo_1429_tile2x2.png","terrain_geology","png","1.288","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429Periodic/GeminiTextureIntake_contact_sheet.png","terrain_geology","png","0.092","268","268","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429Periodic/tile_previews/TX_H8_WetBasaltShoreline_Albedo_1429_periodic_tile2x2.png","terrain_geology","png","1.4","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429PeriodicDarkPreserve/GeminiTextureIntake_contact_sheet.png","terrain_geology","png","0.092","268","268","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429PeriodicDarkPreserve/tile_previews/TX_H8_WetBasaltShoreline_Albedo_1429_periodic_darkpreserve_tile2x2.png","terrain_geology","png","1.4","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429PeriodicMean/GeminiTextureIntake_contact_sheet.png","terrain_geology","png","0.093","268","268","False","","","",""
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429PeriodicMean/tile_previews/TX_H8_WetBasaltShoreline_Albedo_1429_periodic_mean_tile2x2.png","terrain_geology","png","1.392","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/Refined/TX_H8_WetBasaltShoreline_Albedo_1429_periodic.png","terrain_geology","png","2.528","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/Refined/TX_H8_WetBasaltShoreline_Albedo_1429_periodic_darkpreserve.png","terrain_geology","png","2.528","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/Refined/TX_H8_WetBasaltShoreline_Albedo_1429_periodic_mean.png","terrain_geology","png","2.509","1024","1024","False","","","",""
"Docs/GeneratedAssets/Gemini/TX_H8_WetBasaltShoreline_Albedo_1429.png","terrain_geology","png","2.894","1024","1024","False","","","",""
