release_set_id,packet_id,locale,field,chars,estimated_px,max_line_px,max_word_px,bound_px,lines,max_lines,expansion_vs_en,issues,source
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,title,20,197.28,197.28,95.04,360.0,1,1,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,scanner,55,461.44,412.48,64.64,460.0,2,2,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,terminal,71,560.1,497.4,98.1,520.0,2,2,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,audio,84,772.2,624.24,80.64,620.0,2,2,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,in_game_wiki,169,1280.7,615.6,75.6,620.0,3,5,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,external_site,104,882.56,670.72,97.92,680.0,2,4,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,field_note,63,443.52,443.52,74.76,560.0,1,3,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,title,16,160.56,160.56,111.6,360.0,1,1,0.814,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,scanner,56,477.44,389.76,87.68,460.0,2,2,1.035,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,terminal,64,515.1,515.1,105.0,520.0,1,2,0.92,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,audio,78,751.68,584.28,93.96,620.0,2,2,0.973,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,in_game_wiki,146,1180.5,592.2,104.4,620.0,2,5,0.922,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,external_site,104,892.48,654.4,102.08,680.0,2,4,1.011,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,field_note,60,452.2,452.2,89.32,560.0,1,3,1.02,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ja_JP,title,28,273.6,273.6,95.04,360.0,1,1,1.387,TEXT_EXPANSION_GT_1_35,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ja_JP,scanner,63,529.28,424.96,64.64,460.0,2,2,1.147,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ja_JP,terminal,79,623.7,491.7,98.1,520.0,2,2,1.114,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ja_JP,audio,97,902.16,625.32,80.64,620.0,2,2,1.168,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ja_JP,in_game_wiki,182,1389.0,603.0,75.6,620.0,3,5,1.085,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ja_JP,external_site,117,998.08,614.72,97.92,680.0,2,4,1.131,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ja_JP,field_note,76,544.6,544.6,74.76,560.0,1,3,1.228,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,zh_CN,title,28,273.6,273.6,95.04,360.0,1,1,1.387,TEXT_EXPANSION_GT_1_35,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,zh_CN,scanner,63,529.28,424.96,64.64,460.0,2,2,1.147,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,zh_CN,terminal,79,623.7,491.7,98.1,520.0,2,2,1.114,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,zh_CN,audio,97,902.16,625.32,80.64,620.0,2,2,1.168,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,zh_CN,in_game_wiki,182,1389.0,603.0,75.6,620.0,3,5,1.085,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,zh_CN,external_site,117,998.08,614.72,97.92,680.0,2,4,1.131,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,zh_CN,field_note,76,544.6,544.6,74.76,560.0,1,3,1.228,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,fr_FR,title,28,273.6,273.6,95.04,360.0,1,1,1.387,TEXT_EXPANSION_GT_1_35,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,fr_FR,scanner,63,529.28,424.96,64.64,460.0,2,2,1.147,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,fr_FR,terminal,79,623.7,491.7,98.1,520.0,2,2,1.114,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,fr_FR,audio,97,902.16,625.32,80.64,620.0,2,2,1.168,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,fr_FR,in_game_wiki,182,1389.0,603.0,75.6,620.0,3,5,1.085,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,fr_FR,external_site,117,998.08,614.72,97.92,680.0,2,4,1.131,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,fr_FR,field_note,76,544.6,544.6,74.76,560.0,1,3,1.228,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,es_ES,title,28,273.6,273.6,95.04,360.0,1,1,1.387,TEXT_EXPANSION_GT_1_35,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,es_ES,scanner,63,529.28,424.96,64.64,460.0,2,2,1.147,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
