Name,RA,Dec,Dist,AppMagn,SpecClass,MassSol,RadSol,Temperature
HIP 76557/HD 139704,15.6353996,42.7824626,204.081626,8.47656289,G5V,,,
HIP 76588/HD 139747,15.6416305,39.2166438,232.558139,8.76953194,K0V,,,
HIP 76870/HD 140364,15.6968439,37.048381,208.33333,7.69921845,A2V,,,
HIP 76938,15.7106555,39.516767,217.86493,8.68750025,K5V,,,
HIP 77153/HD 141022,15.7524362,41.2116774,187.96991,7.98828137,K0V,,,
HIP 78649/HD 144208,16.0553778,36.6318191,211.864408,5.7890624,A2V,,,
HIP 78854/HD 144723,16.0968908,36.5282136,200.8032,7.38671958,G5V,,,
HIP 72201,14.7675429,33.8794164,218.340626,9.9570318,G0V,,,
HIP 73583,15.0409134,34.0408912,228.310487,10.6484374,M9V,,,
HIP 73868/HD 133873,15.0970056,31.0647667,230.414741,7.95703193,K5V,,,
HIP 73891/HD 133947,15.1022359,34.7535475,222.222225,7.88671866,K2V,,,
HIP 74130/HD 134454,15.1492595,33.2652823,219.29825,7.1562503,K2V,,,
HIP 74225/HD 134712,15.1687763,37.6909045,228.310508,8.85937514,A2V,,,
HIP 74260/HD 134791,15.1764501,37.0346696,243.308985,9.51953081,G0V,,,
HIP 74403/HD 135079,15.2062815,31.4695983,226.757381,8.35937576,K0V,,,
HIP 74404/HD 135162,15.2064054,38.9875451,225.73364,7.71874958,K0V,,,
HIP 75157,15.3590446,40.1641536,230.41473,8.37890657,K0V,,,
HIP 74032/HD 134225,15.1292033,32.2592036,190.839709,7.86718786,B9V,,,
HIP 74226/HD 134693,15.1689785,34.7537305,198.807142,8.90625076,F5V,,,
HIP 74312,15.1891849,29.5539116,182.149371,9.26953202,K0V,,,
HIP 74538,15.2313683,28.3587483,188.679224,10.1289063,G0V,,,
HIP 74561/HD 135438,15.2350036,31.7879188,179.533197,5.976563,K5V,,,
HIP 74567,15.2360173,31.7572868,179.533204,9.22656289,M2V,,,
HIP 74639/HD 135613,15.2504864,33.5127364,201.612903,8.19921859,F0V,,,
HIP 75275/HD 137003,15.3794477,28.0570379,174.825188,7.36718796,G8III,,,
HIP 76112,15.5450552,28.6865357,163.666115,9.09765715,K0V,,,
HIP 76128/HD 138734,15.5490366,30.2811901,196.46366,8.09765648,K0V,,,
HIP 76525,15.6288007,32.6083802,179.211476,9.68750032,F5V,,,
HIP 76658/HD 139815,15.6542326,29.6221269,195.694712,10.2265625,A8V,,,
HIP 76692/HD 139876,15.6602069,29.1940176,189.035926,8.62890686,F8V,,,
HIP 76792/HD 140087,15.6792565,29.9721796,181.81817,7.51953128,K2V,,,
HIP 76859,15.694977,35.9984637,186.567149,9.15625015,G5V,,,
HIP 76944/HD 140472,15.7112785,31.7087827,193.423596,6.70703178,K2V,,,
HIP 77180/HD 141068,15.75937,40.1775582,175.746918,7.83984457,A2V,,,
HIP 77207,15.7644391,36.4183482,174.520067,8.48828116,K2V,,,
HIP 77260/HD 141206,15.7742382,38.8502811,179.21147,8.23828146,K0V,,,
HIP 77548/HD 141794,15.8335371,26.1788237,189.753325,8.72656184,F5V,,,
HIP 77624/HD 142035,15.8476946,37.5534219,174.825177,7.50000045,K0V,,,
HIP 77743/HD 142209,15.8726438,28.6073466,174.216026,7.92968811,K3III,,,
HIP 77877/HD 142613,15.9034271,32.3426323,176.05634,8.30859386,A3V,,,
HIP 78038/HD 142898,15.9343141,27.0514813,180.505423,7.98828154,K1IV,,,
HIP 78300/HD 143453,15.9884038,30.3796361,194.931763,8.77734318,F0V,,,
HIP 78431/HD 143704,16.0121162,32.039523,196.850395,7.06640618,K0V,,,
HIP 78751/HD 144424,16.078136,32.1582467,194.552529,9.38671824,F8V,,,
HIP 79154/HD 145313,16.15537,27.375623,182.815368,8.15625083,F0V,,,
HIP 71468/HD 128579,14.6158627,27.8362608,215.517243,8.53906253,A3V,,,
HIP 71519,14.626637,29.0305348,207.468874,10.2578125,F5V,,,
HIP 71836,14.6951656,24.2029035,196.850405,9.51953144,G0V,,,
HIP 71945/HD 129632,14.7148264,29.0880285,220.264334,8.20703132,B9V,,,
HIP 72376/HD 130537,14.7991084,27.5461278,205.33883,9.08984495,F2V,,,
HIP 72451,14.8157358,31.2369556,213.675216,10.4296878,F5V,,,
HIP 72762/HD 131347,14.8747886,23.8013076,191.938589,7.2382821,K0V,,,
HIP 72805/HD 131453,14.8813967,26.4650231,192.678231,7.25781264,A0V,,,
HIP 72879/HD 131600,14.8954704,30.9580762,212.765963,8.89843796,F0V,,,
HIP 72920,14.9030046,25.5642946,207.900209,11.000001,F0V,,,
HIP 73077/HD 132030,14.9354527,29.8815075,225.225228,9.40625067,F5V,,,
HIP 73467,15.0152494,25.7978829,211.416484,9.09765705,F8V,,,
HIP 73657/HD 133431,15.0568596,33.571152,193.798451,8.0781249,F0V,,,
HIP 73750,15.0750554,27.5853823,184.842892,10.2890631,K0V,,,
HIP 73819,15.0878988,21.8256948,213.21962,9.66796898,F5V,,,
HIP 73917/HD 133922,15.1058395,26.4371935,211.416483,7.89843825,K4III,,,
HIP 74041/HD 134192,15.1317003,21.4122361,216.450205,9.14843806,F8V,,,
HIP 74052/HD 134246,15.1334735,28.5184312,210.970484,7.20703155,G8III,,,
HIP 74070/HD 134282,15.1372009,26.7113501,224.215237,7.89843731,G8II,,,
HIP 74089/HD 134367,15.1414685,30.9707331,215.05375,8.91796861,K0V,,,
HIP 74520,15.2276955,23.8578197,215.053775,10.0898439,F0V,,,
HIP 74587,15.2405234,24.4041197,207.900206,9.78906345,G0V,,,
HIP 80349/HD 148086,16.4029124,37.0365935,105.263154,7.76953143,K0V,,,
HIP 80568/HD 148528,16.4503976,38.8431605,112.866827,8.10937471,F8V,,,
HIP 80589,16.453984,31.9339465,104.712048,9.85937581,G0V,,,
g Her/30 Her/HIP 80704/HD 148783,16.477367,41.8816908,110.74198,4.82812585,M6III,,,
HIP 80958,16.531564,34.8197065,101.317125,9.72656283,F8V,,,
HIP 81048/HD 149394,16.5534698,30.9074527,113.636366,7.86718802,F2V,,,
HIP 81052/HD 149432,16.5538759,36.4485102,122.100127,8.52734372,F5V,,,
HIP 81116/HD 149524,16.5671029,34.1033426,101.01011,8.72656266,G5V,,,
HIP 81160/HD 149659,16.57637,37.9956539,113.378686,8.87890678,F5V,,,
HIP 81202/HD 149732,16.5859104,38.9760236,105.042015,8.85937562,G5V,,,
HIP 81267/HD 149803,16.5984087,29.7454076,105.263157,8.57812526,F7V,,,
HIP 81303/HD 149930,16.6062062,33.8217758,103.519669,6.94921978,K0V,,,
HIP 81560/HD 150361,16.6572431,29.2181487,93.1966503,7.25781279,A0V,,,
HIP 81673/HD 150679,16.6845985,36.2012451,118.063756,7.28906207,A2V,,,
HIP 81677,16.6848572,33.6304642,125.786163,11.0390625,F8V,,,
HIP 81781/HD 150799,16.7039307,25.4336306,111.23471,8.8671878,F8IV,,,
HIP 81979/HD 151254,16.7464509,35.7379838,118.063751,8.69921812,G5V,,,
HIP 82015,16.7541772,25.1876039,93.1098699,9.66796882,G0V,,,
HIP 82058/HD 151367,16.7620729,30.0047878,128.700138,8.76953166,G5V,,,
HIP 82060,16.7622497,30.0015488,128.700136,9.62890664,F0V,,,
HIP 82064/HD 151368,16.7631513,29.9931538,128.700144,8.79687549,G5V,,,
HIP 82155/HD 151572,16.7838822,29.2252671,98.0392172,8.59765636,F8V,,,
HIP 82185/HD 151625,16.7902352,28.3986471,118.90607,7.95703169,G0IV,,,
HIP 82235/HD 151699,16.8012563,25.5473275,93.7207138,8.14843871,F8V,,,
HIP 82240/HD 151733,16.8018793,27.8817897,128.040971,8.35937551,A3V,,,
HIP 82305/HD 151936,16.8169238,34.0716665,95.0570357,7.95703124,F5V,,,
HIP 82371,16.8315259,35.5365722,122.399014,9.4765634,G5V,,,
HIP 82426/HD 152224,16.8453138,32.5535582,96.5251048,6.15624958,K0III,,,
HIP 82529,16.8694891,38.9378053,109.170303,9.25781268,F8V,,,
HIP 82609,16.8880579,22.6774727,102.145053,8.47656274,G0V,,,
HIP 82610,16.8880744,22.7211485,106.157118,8.42968741,G0V,,,
HIP 82700/HD 152814,16.9049878,35.1281846,97.9431863,7.94921849,G0V,,,
HIP 82781/HD 152927,16.9172639,34.0979598,121.065373,8.29687543,G5V,,,
HIP 82803/HD 152878,16.9229484,21.4924578,109.289618,7.5390629,F8V,,,
HIP 82973,16.9557679,40.3420382,115.606941,9.23828118,F8V,,,
HIP 83024,16.9662318,31.0085193,128.205125,8.84765696,G5V,,,
HIP 83064/HD 153527,16.9730128,39.7102239,118.623958,8.0898436,G0V,,,
HIP 83190,17.0021932,34.3701857,112.107619,8.63671864,F8V,,,
HIP 83248/HD 153929,17.0152634,35.4715799,102.040819,8.65625047,F8V,,,
HIP 83270/HD 153847,17.0186676,21.4973217,111.234714,7.23828146,F0V,,,
HIP 83326,17.0304374,32.296857,132.97873,9.07812492,F8V,,,
HIP 83365/HD 154126,17.0380799,31.8840614,102.669415,6.406251,K0V,,,
HIP 83367/HD 154084,17.0385171,25.5053802,113.122172,5.75781269,G7III,,,
HIP 83382/HD 154256,17.041648,41.1952259,103.734444,8.04687502,F2V,,,
HIP 83383/HD 154127,17.0419249,29.2970318,121.802675,7.72656262,A2V,,,
HIP 83412/HD 154183,17.0486767,25.6391325,111.111117,8.65624996,G0V,,,
HIP 83490/HD 154300,17.0640929,19.8004423,116.279065,8.72656292,G5V,,,
HIP 83520,17.0691582,38.2139727,122.699394,9.02734471,F8V,,,
HIP 83692/HD 154733,17.1050304,22.0842473,109.769489,5.55859404,K4III,,,
HIP 83700,17.1062415,27.5163082,95.7854402,9.6992181,G0V,,,
HIP 83791/HD 155039,17.125,38.1723779,113.636364,8.56640661,G5V,,,
HIP 83811,17.1284005,35.9469771,99.5024836,10.5078128,F8V,,,
HIP 83872/HD 155179,17.142141,35.0337487,119.331742,6.72656254,K0V,,,
HIP 83876/HD 155104,17.142651,24.4866067,112.359563,6.83984381,A0V,,,
HIP 83909,17.1490077,33.6458719,119.189506,8.62890682,K0V,,,
HIP 83946/HD 155316,17.1591473,30.7056192,106.382988,8.15625043,A2V,,,
HIP 83951/HD 155286,17.1604915,23.5778516,116.414438,7.88671947,F5V,,,
HIP 84020/HD 155395,17.1751681,21.2155474,121.212121,7.57812568,F5V,,,
HIP 84043,17.1817871,35.5200542,124.533005,9.38671948,G0V,,,
HIP 84196/HD 155877,17.2109166,37.2148056,113.378692,8.25000052,G0V,,,
HIP 84202/HD 155817,17.2123936,29.9118066,109.890099,8.33984347,F5V,,,
HIP 84298/HD 156002,17.2344469,26.828779,119.331746,8.75781272,F5IV,,,
HIP 84341,17.2427543,30.9557908,101.626013,8.85937455,F8V,,,
PI Her/67 Her/HIP 84380/HD 156283,17.2507938,36.8091521,112.485926,3.15624929,K3II,,,
HIP 84455/HD 156362,17.2663649,27.134341,118.764849,6.56640673,K2III,,,
HIP 84513/HD 156454,17.2768123,26.5797979,92.8505006,8.8085942,G2V,,,
HIP 84621/HD 156696,17.2987618,28.9063981,105.485234,7.46874996,F0V,,,
HIP 84656/HD 156891,17.3064645,38.8112144,98.0392178,5.96875027,G7III,,,
HIP 84691/HD 156874,17.3134713,28.822984,97.6562486,5.67968781,K0III,,,
HIP 84797/HD 157086,17.3327762,28.4662647,108.577636,8.36718692,F8V,,,
HIP 84819/HD 157165,17.3354208,35.6842283,101.832999,8.27734319,F8V,,,
HIP 84840,17.339783,20.2830352,116.279061,9.82812532,K0V,,,
HIP 84872,17.3459667,28.4127787,86.1326551,11.2187496,K3V,,,
HIP 84937,17.3592208,31.8610565,116.686117,8.89843784,K0V,,,
HIP 84976/HD 157392,17.3679289,23.1612265,110.987782,8.28906267,F5V,,,
HIP 84977/HD 157465,17.368071,31.9873725,94.2507108,8.20703142,F8V,,,
HIP 85057,17.3826966,29.3451098,120.336936,8.92968733,F2V,,,
HIP 85063,17.38409,33.7977014,105.70824,8.59765682,G5V,,,
RHO Her/75 Her/HIP 85112/HD 157778,17.3947142,37.1459213,123.152702,4.14843783,B9III,,,
HIP 85194/HD 157947,17.4101777,39.1856218,104.384133,8.41796993,G5V,,,
HIP 85201/HD 157946,17.4107878,39.209502,104.384131,7.34765728,K5V,,,
HIP 85294/HD 158038,17.4292767,27.3034852,114.155245,7.46875076,K2II,,,
HIP 85433/HD 158387,17.4587886,32.7864988,114.285707,8.30859417,F8V,,,
HIP 85556/HD 158654,17.4842552,33.756709,103.626944,8.03906182,F2V,,,
HIP 85596/HD 158756,17.4911546,34.9386012,114.810567,7.1679693,K0V,,,
HIP 85597,17.4913422,34.9367824,114.810561,9.1679691,K0V,,,
Maasym/LAM Her/76 Her/HIP 85693/HD 158899,17.5123045,26.1106072,112.612612,4.40625014,K3III,,,
HIP 85715/HD 158974,17.5153808,31.1580989,115.606941,5.6289061,G8III,,,
HIP 86056,17.5870159,23.1893956,107.874861,8.83984346,F8V,,,
HIP 86118/HD 159834,17.5998785,20.9962783,117.647059,6.10937504,A7IV,,,
HIP 86215/HD 160056,17.6178883,20.2588181,112.612608,7.79687518,A5V,,,
HIP 86218/HD 160180,17.6187844,33.7466049,100.502513,8.58984392,G0V,,,
HIP 86382/HD 160487,17.65144,27.0506705,112.359553,7.47656233,F5V,,,
HIP 86394/HD 160508,17.65352,26.7577006,94.9667662,8.10937567,F8V,,,
HIP 86506/HD 160822,17.6781196,31.2876604,123.609395,6.29687466,K0III,,,
HIP 86514/HD 160848,17.6805439,31.2788886,123.609392,7.89843708,A0V,,,
HIP 86627/HD 161019,17.7004425,27.6450935,116.414437,6.72656311,A3V,,,
HIP 86634/HD 160955,17.701672,20.1662257,113.378688,8.19921916,G5V,,,
83 Her/HIP 86667/HD 161074,17.7078883,24.5643111,112.107621,5.5585936,K4III,,,
HIP 86679/HD 161130,17.7102088,29.418908,112.866823,6.63671849,A5V,,,
HIP 86859/HD 161583,17.7471573,35.2176367,130.208339,6.61718764,K0V,,,
HIP 86861/HD 161550,17.7474506,31.1318184,101.214576,7.68750052,F8V,,,
HIP 86908/HD 161712,17.7579072,35.8933039,121.506682,8.02734394,A5V,,,
HIP 86939/HD 161815,17.7649232,38.8814652,118.764848,6.52734426,K0V,,,
HIP 87082,17.7942383,27.7950804,120.772945,9.4687499,G0V,,,
HIP 87117/HD 162160,17.7994202,36.1168655,93.7207076,7.6093759,G5V,,,
HIP 87231/HD 162383,17.8234515,33.1896451,117.508806,8.2890631,F5V,,,
HIP 87299/HD 162526,17.8378113,28.2318267,113.636366,8.35937554,F8V,,,
HIP 87347/HD 162704,17.84843,35.343334,127.388536,8.87890578,G5V,,,
HIP 87349/HD 162752,17.8486431,37.7048899,100.300903,8.09765617,G0V,,,
HIP 87352/HD 162668,17.8492405,29.9958066,123.304564,6.77734426,A2V,,,
HIP 87362/HD 162687,17.8510054,30.2337387,107.758635,8.35937514,F5V,,,
HIP 87377/HD 162880,17.8528486,44.9077138,106.157115,7.33984356,F0V,,,
HIP 87486/HD 162950,17.8755977,27.1937383,85.8369135,7.29687499,A5V,,,
f Her/90 Her/HIP 87563/HD 163217,17.8883401,40.0078383,111.482709,5.16796893,K3III,,,
HIP 87636/HD 163265,17.9014195,27.3428033,106.951867,8.14843741,F8V,,,
HIP 87748,17.9236349,39.4982261,105.374074,8.89843778,G0V,,,
HIP 87825/HD 163639,17.9401658,19.8888724,115.473443,7.18750015,A3V,,,
HIP 87857,17.9477154,41.2515268,106.157114,8.79687481,F5V,,,
HIP 87992/HD 164213,17.9738195,36.8746318,124.069469,7.32812492,K0V,,,
HIP 88020/HD 164280,17.9784221,36.2879155,106.157116,6.0273437,G5III,,,
HIP 88037,17.9819665,38.7632193,108.225111,9.23828089,G5V,,,
HIP 88057,17.984613,32.4739767,118.623963,9.22656252,G0V,,,
HIP 74029,15.128187,32.4115134,123.152709,11.1367193,G6V,,,
HIP 74120,15.1481047,24.2303786,116.009281,9.09765669,G5V,,,
HIP 74352,15.1949824,23.4546062,115.874852,9.92968797,F8V,,,
HIP 74973,15.3208884,32.8580382,134.228194,9.66796895,A2V,,,
HIP 75191/HD 136776,15.3655615,19.1793741,123.001231,8.89843784,G5V,,,
HIP 75322/HD 137147,15.3892357,31.811789,130.890044,8.04687504,F0V,,,
HIP 75350/HD 137181,15.3977271,25.285082,129.701695,8.25781276,F5V,,,
HIP 75690,15.4628416,31.7019644,122.24938,8.87890581,G5V,,,
HIP 75733/HD 137984,15.4722765,23.6840754,129.533679,7.88671951,K2V,,,
HIP 75780,15.4807094,30.6305662,125.786168,9.3984375,F8V,,,
HIP 75811,15.4868163,22.2299209,118.203309,9.59765655,G0V,,,
HIP 75875/HD 138214,15.4983732,23.8171621,126.422251,7.58984292,A2V,,,
HIP 75911,15.5053853,25.3468125,106.837616,8.93750027,A5V,,,
HIP 75919/HD 138341,15.5063273,31.2859765,141.043717,6.44921921,A4IV,,,
HIP 76221,15.570345,23.638074,105.70824,8.83984427,G0V,,,
TAU3 Ser/15 Ser/HIP 76337/HD 139074,15.5925768,17.6555899,127.064802,6.09765686,G8III,,,
HIP 76380/HD 139224,15.5999809,28.4092533,119.760473,8.47656255,F8V,,,
HIP 76610/HD 139724,15.6451421,31.5518593,112.359557,7.21875011,A3V,,,
HIP 76656/HD 139814,15.6537773,31.6878765,143.472031,8.34765592,F8V,,,
HIP 76817/HD 140068,15.6838301,20.3344384,114.155253,9.47656335,G5V,,,
HIP 76994/HD 140591,15.7208914,34.812054,119.617235,8.18750018,A3V,,,
HIP 77014/HD 140592,15.7241938,29.6987278,143.678168,8.25781236,F5V,,,
HIP 77045/HD 140629,15.7327596,22.33979,134.048245,8.09765596,F8V,,,
HIP 77118/HD 140730,15.7467297,16.7373765,135.501353,6.98828062,K2V,,,
HIP 77436/HD 141510,15.8076787,29.8899527,103.62695,9.24999944,G5V,,,
HIP 77469/HD 141679,15.8180278,33.6351708,132.450333,9.57812535,F8V,,,
HIP 77504/HD 141690,15.8258214,25.4601951,119.760474,8.67968752,G0IV,,,
HIP 77522/HD 141732,15.828619,25.6447941,115.473436,8.78906245,G5V,,,
RHO Ser/38 Ser/HIP 77661/HD 141992,15.8544301,20.977874,121.065365,4.73828157,K5III,,,
HIP 77670/HD 142092,15.8573425,33.1576737,129.701677,9.13671871,F5V,,,
HIP 77788,15.8840092,23.7697891,142.247498,11.6992182,K2V,,,
HIP 77869/HD 142476,15.9015037,19.411034,120.336935,8.70703115,G0V,,,
HIP 77880/HD 142572,15.9042247,27.8964649,111.111108,10.4179685,G0V,,,
HIP 77956/HD 142743,15.9201146,26.4861256,113.895225,8.31640665,F5V,,,
HIP 78001/HD 142816,15.9281941,28.4190803,100.502524,8.16796906,F5V,,,
HIP 78069/HD 142929,15.9402227,25.1759501,105.042012,8.40625065,F8V,,,
HIP 78152,15.9581905,20.8724637,119.904076,10.6367185,K1V,,,
HIP 78288/HD 143393,15.9849685,29.4317235,145.985404,7.10937551,K2III,,,
HIP 78348/HD 143550,15.9975433,31.3397186,140.845079,8.69921923,F8V,,,
HIP 78429/HD 143687,16.0117994,31.5683739,115.606944,6.60937499,K0V,,,
HIP 78437,16.0133165,27.0183384,107.75862,10.5195311,K2V,,,
HIP 78449,16.015659,22.8506471,117.370886,8.76953177,G0V,,,
HIP 78464/HD 143707,16.0177644,26.1723159,102.774926,7.89843825,F2V,,,
IOT CrB/14 CrB/HIP 78493/HD 143807,16.0240537,29.851076,107.642628,4.97656294,A0V,,,
HIP 78520/HD 143918,16.0300806,34.8616961,132.62599,8.82812509,A3V,,,
HIP 78544/HD 143875,16.0350621,20.8848808,134.770894,8.59765589,F8V,,,
HIP 78559,16.0405245,35.5913695,113.250284,9.20703163,F5V,,,
HIP 78570/HD 143936,16.0437082,18.1139764,124.688273,7.53906331,A0V,,,
HIP 78590/HD 143992,16.0461744,22.2385263,132.275134,7.02734422,A2V,,,
HIP 78800/HD 144447,16.0874105,22.1820137,104.931796,8.59765652,F8V,,,
HIP 78829/HD 144600,16.0917636,31.5834003,117.785629,7.6874993,A2V,,,
HIP 79090,16.1442722,22.6492511,106.269917,10.0000001,F8V,,,
HIP 79219/HD 145457,16.167757,26.7426596,126.103395,6.56640653,K0III,,,
HIP 79289/HD 145644,16.1820933,32.0031091,129.533695,7.60937518,A2V,,,
HIP 79353,16.1953602,35.1246783,126.422259,8.62890575,G0V,,,
HIP 79538/HD 146191,16.2306387,30.0601693,143.678163,9.11718728,G5V,,,
HIP 79668,16.2594182,19.7350303,127.713912,9.64843752,G5V,,,
HIP 79686/HD 146537,16.2631503,27.4221771,135.501358,6.13671829,K2V,,,
HIP 79724/HD 146604,16.271312,23.122757,133.155795,6.56640612,K0V,,,
HIP 79726/HD 146640,16.2715013,28.5600714,108.108105,8.9882818,G5V,,,
HIP 79885/HD 146991,16.306146,21.0480636,117.647058,8.19921856,F5V,,,
HIP 79999/HD 147251,16.3304541,26.7774107,130.890059,9.01953168,G5V,,,
HIP 80003,16.3310223,22.6400606,109.64912,11.5195313,G2VI,,,
HIP 80055/HD 147366,16.3403879,30.5095425,113.895212,8.47656267,G5V,,,
HIP 80128/HD 147587,16.3557549,35.8977025,125.786172,8.62890646,F8V,,,
HIP 80175/HD 147588,16.3661988,22.5400733,115.60694,8.55859359,G5V,,,
HIP 80189/HD 147665,16.3714279,24.7421067,134.408602,8.77734317,F8V,,,
HIP 80325/HD 147981,16.3992842,27.3390893,130.718946,8.88671859,G5V,,,
HIP 80326,16.3992988,30.6139661,117.924533,9.36718837,F8V,,,
HIP 80335/HD 148005,16.4002734,29.6159925,135.869563,7.8593754,A5V,,,
HIP 80515,16.4365824,32.0817613,120.481927,8.70703184,K0V,,,
HIP 80584/HD 148415,16.4534101,18.9941255,119.617231,8.37890641,F8V,,,
HIP 80634,16.4643513,31.8769245,132.978731,10.2187499,G5V,,,
HIP 80639/HD 148529,16.4649943,21.6529732,110.253587,8.01953099,F2V,,,
HIP 80646/HD 148555,16.4658885,25.193821,126.903548,8.17968781,G5V,,,
HIP 80807/HD 148910,16.5012544,33.4106847,116.822414,8.21875041,F5V,,,
HIP 80828,16.5064252,22.4832288,120.192301,9.39843796,F5V,,,
HIP 80927/HD 149141,16.5251637,33.513699,116.279062,7.08984407,A0V,,,
HIP 80985/HD 149213,16.5388714,24.8491135,130.548309,7.75781322,A0V,,,
HIP 81191/HD 149684,16.5838706,33.2133625,124.069472,7.87890618,F8V,,,
HIP 81253/HD 149753,16.5957769,27.8731724,132.450319,8.45703132,F8V,,,
HIP 80625/HD 148492,16.4629234,20.8956202,91.575087,8.23828123,G5V,,,
HIP 80926/HD 148979,16.5251673,8.2939281,80.9061503,6.96875015,G5V,,,
HIP 80933/HD 148998,16.526211,8.29935489,80.906149,8.25781247,G5V,,,
HIP 80939/HD 148980,16.5273803,5.43375695,82.1018086,7.71875045,A3V,,,
HIP 80964/HD 149059,16.5323528,9.41451977,90.0089991,6.50781191,F2V,,,
h Her/29 Her/HIP 81008/HD 149161,16.543443,11.4882348,97.1817312,4.83984343,K4III,,,
HIP 81013,16.5442882,11.887547,98.716677,8.89843752,F5V,,,
HIP 81073/HD 149305,16.5594549,10.3690733,88.4173223,6.73828099,A3V,,,
HIP 81350/HD 149823,16.6138942,9.13338687,104.05827,8.80859463,G0V,,,
HIP 81357/HD 149907,16.6149651,22.8682496,90.9918184,6.86718851,K0III,,,
HIP 81524/HD 150295,16.6516534,24.6964239,89.0471955,7.82812475,F5V,,,
HIP 81626,16.6721165,15.6722799,82.5763855,11.7890625,K7V,,,
36 Her/HIP 81634/HD 150379,16.6764296,4.20722697,93.1966509,6.91796893,A3IV,,,
37 Her/HIP 81641/HD 150378,16.6774113,4.21981482,93.1966466,5.76953132,A1V,,,
HIP 81659/HD 150483,16.680934,12.3950562,106.609816,6.07812511,A3V,,,
HIP 81839,16.7161322,19.3692275,93.6329566,10.8789063,G1V,,,
HIP 81846/HD 150764,16.7174709,3.45436249,99.2063606,7.40625079,A5V,,,
HIP 81875/HD 150946,16.7241171,23.1964072,90.4159057,8.8398435,F8V,,,
HIP 81971/HD 151029,16.7451195,2.33294132,93.457952,7.45703249,A2V,,,
i Her/43 Her/HIP 82073/HD 151217,16.7638595,8.58257835,107.526873,5.14843709,K5III,,,
HIP 82190/HD 151466,16.7911968,1.45663804,90.2527051,8.56640633,F8V,,,
HIP 82253/HD 151701,16.8067204,17.1331973,114.942524,7.36718736,A2V,,,
HIP 82276/HD 151766,16.8118695,18.3188726,108.108102,7.58984426,F8V,,,
HIP 82316/HD 151796,16.8193317,12.9091288,119.904066,6.63671838,K0V,,,
HIP 82334/HD 151783,16.8237833,0.890632789,87.1080211,7.37890704,F0V,,,
HIP 82350/HD 151862,16.8262985,13.2611985,88.1834205,5.90625115,A1V,,,
HIP 82372/HD 151939,16.8325533,15.3770456,93.1966511,6.97656283,F6V,,,
21 Oph/HIP 82480/HD 152127,16.8569287,1.21598129,105.82011,5.5078126,A2V,,,
HIP 82692/HD 152654,16.902802,15.623483,116.009277,7.19921915,F2III,,,
HIP 82757/HD 152776,16.9139908,16.3131224,86.206896,8.37890747,G5V,,,
54 Her/HIP 82802/HD 152879,16.9228447,18.4331838,108.813933,5.34765674,K4III,,,
HIP 82830,16.9265037,23.8547752,90.1713261,10.8281251,K0V,,,
HIP 82892/HD 153015,16.9394574,16.2852754,94.3396126,7.23828107,A5V,,,
HIP 82915/HD 153063,16.944204,15.6428081,86.1326478,7.66796904,F5V,,,
HIP 82948,16.9507118,17.0977661,111.234714,9.98828156,G0V,,,
HIP 82969/HD 153133,16.9549227,7.30738641,114.155244,9.25000076,A2V,,,
HIP 83027/HD 153227,16.9667929,2.34193179,95.4198553,9.86718771,G0V,,,
HIP 83056,16.9713882,21.6726814,103.73444,9.89843754,G6V,,,
HIP 83093/HD 153324,16.9790708,3.88004246,106.951866,8.64843742,K0V,,,
HIP 83123/HD 153473,16.9866276,14.0794222,83.6120434,7.34765677,F2IV,,,
HIP 83170/HD 153601,16.9975632,17.8061363,110.497234,7.33984372,F2IV,,,
HIP 83260/HD 153809,17.017409,16.5935089,111.731845,7.26953204,A0V,,,
HIP 83271/HD 153796,17.0187023,11.3408847,86.5051896,7.72656198,F0V,,,
HIP 83342/HD 153914,17.0330456,8.45066202,116.279063,6.3281254,A4V,,,
HIP 83388/HD 154015,17.0425459,9.82028187,98.5221654,7.01953118,A2V,,,
HIP 83399/HD 154064,17.0452052,12.942401,96.899222,8.29687566,G5V,,,
HIP 83478/HD 154228,17.06092,13.6054286,80.7754406,5.90624964,A1V,,,
HIP 83489/HD 154276,17.0636904,17.1895968,83.5421845,9.11718792,G2V,,,
