Path,Shader,RenderQueue,KeywordCount,Keywords,Flags
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/Flora/MAT_family_coral_massive_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/Flora/MAT_family_coral_plate_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/Flora/MAT_family_kelp_canopy_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/Flora/MAT_family_kelp_patch_dense_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/Flora/MAT_family_kelp_tall_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/Flora/MAT_family_plant_giant_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/LargeThreats/MAT_family_creature_zone_abyss_apex_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/LargeThreats/MAT_family_creature_zone_large_threat_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/LargeThreats/MAT_family_creature_zone_reef_apex_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/LargeThreats/MAT_family_creature_zone_ruin_apex_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/Resources/MAT_family_pocket_resource_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/TerrainLod/MAT_family_cave_entrance_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/TerrainLod/MAT_family_landmark_spire_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/TerrainLod/MAT_family_rock_arch_large_Placeholder.mat","Universal Render Pipeline/Lit",2000,2,"_NORMALMAP|_OCCLUSIONMAP",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/TerrainLod/MAT_family_rock_cluster_medium_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/TerrainLod/MAT_family_rock_small_floor_Placeholder.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/AstarPathfindingProject/Editor/EditorAssets/Materials/Navmesh.mat","Hidden/AstarPathfindingProject/Navmesh",3001,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/AstarPathfindingProject/Editor/EditorAssets/Materials/NavmeshOutline.mat","Hidden/AstarPathfindingProject/Navmesh Outline",2000,0,"",""
"Assets/Bakery/ftDefaultAreaLightMat.mat","Bakery/Light",2000,0,"",""
"Assets/Bakery/shader/ShaderGraph/URP/BakeryURPDirSpec.mat","Hidden/InternalErrorShader",2000,0,"",""
"Assets/Bakery/shader/ShaderGraph/URP/BakeryURPNonLinearLightProbe.mat","Hidden/InternalErrorShader",2000,0,"",""
"Assets/Bakery/shader/ShaderGraph/URP/BakeryURPRNM.mat","Hidden/InternalErrorShader",2000,0,"",""
"Assets/Bakery/shader/ShaderGraph/URP/BakeryURPSH.mat","Hidden/InternalErrorShader",2000,0,"",""
"Assets/Bakery/shader/ShaderGraph/URP/BakeryURPSHGraph_Subtractive.mat","Hidden/InternalErrorShader",2000,0,"",""
"Assets/Bakery/shader/ShaderGraph/URP/BakeryURPSHSpec.mat","Hidden/InternalErrorShader",2000,0,"",""
"Assets/Bakery/shader/ShaderGraph/URP/BakeryURPSHSpecGraph_Subtractive.mat","Hidden/InternalErrorShader",2000,0,"",""
"Assets/Bakery/shader/ShaderGraph/URP/BakeryURPVertexColor.mat","Hidden/InternalErrorShader",2000,0,"",""
"Assets/Bakery/shader/ShaderGraph/URP/BakeryURPVolume.mat","Hidden/InternalErrorShader",2000,0,"",""
"Assets/Bakery/shader/ShaderGraph/URP/BakeryURPVolumeSpec.mat","Hidden/InternalErrorShader",2000,0,"",""
"Assets/Candice AI for Games/Ground.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/Candice AI for Games/Prefabs/Ground.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/Crest/Crest/Materials/Ocean-Underwater.mat","Crest/Ocean URP",2900,16,"_APPLYNORMALMAPPING_ON|_CLIPSURFACE_ON|_CLIPUNDERTERRAIN_ON|_FOAM3DLIGHTING_ON|_FOAM_ON|_PROCEDURALSKY_ON|_SHADOWS_ON|_SUBSURFACESCATTERING_ON|_SUBSURFACESHALLOWCOLOUR_ON|_TRANSPARENCY_ON|_UNDERWATER_ON|_VARYSMOOTHNESSOVERDISTANCE_ON|_COMPUTEDIRECTIONALLIGHT_ON|_DEBUGMULTIPLYBYLIGHT0COLOR_ON|_PROJECTION_BOTH|_SUBSURFACEHEIGHTLERP_ON","KEYWORD_BLOAT_GT_8|TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Crest/Crest/Materials/Ocean.mat","Crest/Ocean URP",2900,15,"_ALBEDO_ON|_CLIPSURFACE_ON|_CLIPUNDERTERRAIN_ON|_FOAM_ON|_PROCEDURALSKY_ON|_SHADOWS_ON|_SUBSURFACESCATTERING_ON|_SUBSURFACESHALLOWCOLOUR_ON|_TRANSPARENCY_ON|_UNDERWATER_ON|_VARYSMOOTHNESSOVERDISTANCE_ON|_COMPUTEDIRECTIONALLIGHT_ON|_DEBUGMULTIPLYBYLIGHT0COLOR_ON|_PROJECTION_BOTH|_SUBSURFACEHEIGHTLERP_ON","KEYWORD_BLOAT_GT_8|TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Crest/Crest/Materials/Ocean_UnderwaterCurtain.mat","Crest/Ocean URP",2900,15,"_APPLYNORMALMAPPING_ON|_FLOW_ON|_FOAM3DLIGHTING_ON|_FOAM_ON|_PLANARREFLECTIONS_ON|_SHADOWS_ON|_SUBSURFACESCATTERING_ON|_SUBSURFACESHALLOWCOLOUR_ON|_TRANSPARENCY_ON|_UNDERWATER_ON|_VARYSMOOTHNESSOVERDISTANCE_ON|_COMPUTEDIRECTIONALLIGHT_ON|_DEBUGMULTIPLYBYLIGHT0COLOR_ON|_PROJECTION_BOTH|_SUBSURFACEHEIGHTLERP_ON","KEYWORD_BLOAT_GT_8|TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Crest/Crest/Materials/Ocean_UnderwaterMeniscus.mat","Crest/Underwater Meniscus",2901,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Crest/Crest/Materials/OceanInputs/AlbedoColor.mat","Crest/Inputs/Albedo/Color",2000,0,"",""
"Assets/Crest/Crest/Materials/OceanInputs/ClipSurfaceConvexHull.mat","Crest/Inputs/Clip Surface/Convex Hull",2000,0,"",""
"Assets/Crest/Crest/Materials/OceanInputs/ClipSurfaceIncludeArea.mat","Crest/Inputs/Clip Surface/Include Area",1990,0,"",""
"Assets/Crest/Crest/Materials/OceanInputs/ClipSurfaceRemoveArea.mat","Crest/Inputs/Clip Surface/Remove Area",2000,0,"",""
"Assets/Crest/Crest/Materials/OceanInputs/FoamOverride.mat","Crest/Inputs/Foam/Override Foam",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Crest/Crest/Materials/OceanInputs/Resources/Internal_SphereWaterInteraction.mat","Crest/Inputs/Dynamic Waves/Sphere-Water Interaction",2000,0,"",""
"Assets/Crest/Crest/Materials/OceanInputs/ShadowOverride.mat","Crest/Inputs/Shadows/Override Shadows",2000,0,"",""
"Assets/Crest/Crest/Materials/OceanInputs/WaterBodyGerstnerPatch.mat","Crest/Inputs/Animated Waves/Gerstner Batch Geometry",2000,0,"",""
"Assets/Crest/Crest/Materials/OceanInputs/WaterLevelFromGeometry.mat","Crest/Inputs/Sea Floor Depth/Set Base Water Height Using Geometry",2000,1,"_SETHEIGHTSBELOWSEALEVEL_ON",""
"Assets/Crest/Crest/Materials/OceanInputs/WavesScaleByFactor.mat","Crest/Inputs/All/Scale By Factor",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMBezierLineRenderer/MMBezierLineRendererSkybox.mat","MoreMountains/MMSkybox",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMFollowTarget/MMFollowTargetDemoGroundMaterial.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Demos/MMGhostCamera/Materials/MMGhostCameraBuildings.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMGhostCamera/Materials/MMGhostCameraDark.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMGhostCamera/Materials/MMGhostCameraGround.mat","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMGhostCamera/Materials/MMGhostCameraSkybox.mat","MoreMountains/MMSkybox",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMGhostCamera/Materials/MMGhostCameraSpheres.mat","Universal Render Pipeline/Lit",2000,1,"_EMISSION",""
"Assets/Feel/MMTools/Demos/MMGhostCamera/Models/MMGhostCameraCity.fbx","Universal Render Pipeline/Lit",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMGizmos/MMGizmoDemoSkybox.mat","MoreMountains/MMSkybox",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-Black SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-BlackItalic SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-Bold SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-BoldItalic SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-Hairline SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-HairlineItalic SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-Heavy SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-HeavyItalic SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-Italic SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-Light SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-LightItalic SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-Medium SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-MediumItalic SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-Semibold SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-SemiboldItalic SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-Thin SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-ThinItalic SDF.asset","TextMeshPro/Distance Field",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-Black.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-BlackItalic.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-Bold.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-BoldItalic.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-Hairline.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-HairlineItalic.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-Heavy.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-HeavyItalic.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-Italic.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-Light.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-LightItalic.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-Medium.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-MediumItalic.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-Regular.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-Semibold.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-SemiboldItalic.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-Thin.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-ThinItalic.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterCurvePointMaterial.mat","Universal Render Pipeline/Lit",2000,1,"_EMISSION",""
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterLineMaterial.mat","Sprites/Default",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial 1.mat","Unlit/Color",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial 2.mat","Unlit/Color",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial 3.mat","Unlit/Color",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial 4.mat","Unlit/Color",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial 5.mat","Unlit/Color",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial 6.mat","Unlit/Color",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial 7.mat","Unlit/Color",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial 8.mat","Unlit/Color",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial 9.mat","Unlit/Color",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial 10.mat","Unlit/Color",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial 11.mat","Unlit/Color",2000,0,"",""
"Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial.mat","Unlit/Color",2000,0,"",""
"Assets/Feel/MMTools/Tools/MMAchievements/Fonts/orange kid.ttf","GUI/Text Shader",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Tools/MMGUI/Materials/MMFaderRoundMaterialMask.mat","UI/Default",3000,1,"UNITY_UI_ALPHACLIP","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Tools/MMGUI/Materials/MMFaderRoundMaterialMasked.mat","UI/Default",3000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_BlueCrosses.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_BlueDots.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_BlueFrame.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_BlueSquares.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_DarkGreyCrosses.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_DarkGreyDots.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_DarkGreyFrame.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_DarkGreySquares.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_GreenCrosses.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_GreenDots.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_GreenFrame.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_GreenSquares.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_LightGreyCrosses.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_LightGreyDots.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_LightGreyFrame.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_LightGreySquares.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_RedCrosses.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_RedDots.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_RedFrame.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_RedSquares.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_YellowCrosses.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_YellowDots.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_YellowFrame.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/MMBPR_YellowSquares.mat","Universal Render Pipeline/Lit",2000,4,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/Neutral/MMBRP_NeutralBlack.mat","Universal Render Pipeline/Lit",2000,5,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_SPECGLOSSMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/Neutral/MMBRP_NeutralCheckers.mat","Universal Render Pipeline/Lit",2000,5,"_METALLICSPECGLOSSMAP|_NORMALMAP|_OCCLUSIONMAP|_SPECGLOSSMAP|_METALLICGLOSSMAP",""
"Assets/Feel/MMTools/Tools/MMPrototypeTextures/MMBRP_Materials/Skybox/MMBRP_BlueSkybox.mat","Skybox/Procedural",1000,2,"_SUNDISK_HIGH_QUALITY|_METALLIC_SETUP",""
"Assets/Feel/MMTools/Tools/MMVFX/MMRipple/MMRippleBubble1.mat","MoreMountains/MMRipple",4000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Tools/MMVFX/MMRipple/MMRippleCircle1.mat","MoreMountains/MMRipple",4000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Tools/MMVFX/MMRipple/MMRippleCircle2.mat","MoreMountains/MMRipple",4000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Tools/MMVFX/MMRipple/MMRippleCircle3.mat","MoreMountains/MMRipple",4000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Tools/MMVFX/MMRipple/MMRippleRosace1.mat","MoreMountains/MMRipple",4000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Tools/MMVFX/MMRipple/MMRippleSaw1.mat","MoreMountains/MMRipple",4000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Tools/MMVFX/MMRipple/MMRippleSaw2.mat","MoreMountains/MMRipple",4000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
"Assets/Feel/MMTools/Tools/MMVFX/MMRipple/MMRippleSpiral1.mat","MoreMountains/MMRipple",4000,0,"","TRANSPARENT_QUEUE_FILLRATE_RISK"
