"Path","AssetKind","AnimationCompression","RotationError","PositionError","ScaleError","Flags"
"Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_h.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_h_door.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_i.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_top_trim.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_top_trim_corner.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_window.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_6x3_door.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_6x3_door_b.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_connector_01.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_connector_02.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_connector_03.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_connector_04.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_connector_ceiling_07.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_connector_corner.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_corner_a.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_corner_a_ceiling.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_corner_b.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_01_corner_b_ceiling.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_02_1x1_a.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_02_1x1_b.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_02_1x1_corner.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_02_1x2_d.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_02_1x3_c.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_03_4x3_a.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_03_8x3_b.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_04_10x1_f.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_04_2x4_b.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_04_4x1_f.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_04_6x4_e.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_04_8x10_c.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_04_8x10_c_connector_a.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_04_8x10_c_connector_b.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_04_8x10_c_connector_c.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_04_8x10_c_connector_d.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/walls/wall_04_8x10_c_door.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/ScifiFacility/Models/structural/sphere.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/Shapes/Models/shapes_primitives.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/Art/Materials/Meshy_AI_Alien_barnacles_clust_0301230506_texture.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/Art/Models/Rocks/Rock 5/orig/River_Rock_FBX.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/Art/Models/Rocks/Rock 6/rock6/Mossy_Forest_Rock_vimrfjsaw_Mid.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/Art/Models/Rocks/Rock 7/SAMMPLE.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Forest_Rock_Shelf_wgpqfjl_Mid.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Mossy_Forest_Rock_vimrfjsaw_Mid.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Nordic_Beach_Rock_Formation_vd4iecjva_Low.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Nordic_Beach_Rock_uknoehp_Mid.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock_4.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/_PROLOGUE_CONTENT/Models/ceiling_10.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/_PROLOGUE_CONTENT/Models/floor_05.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/_PROLOGUE_CONTENT/Models/floor_large_8x8.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/_PROLOGUE_CONTENT/Models/wall_01_2x3_a.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/_PROLOGUE_CONTENT/Models/wall_01_4x3_c.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/_PROLOGUE_CONTENT/Models/wall_01_4x3_door_02_wing.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/_Project/_PROLOGUE_CONTENT/Models/wall_04_3x6_d.fbx","ModelImporter","1","0.5","0.5","0.5",""
"Assets/Feel/MMTools/Tools/MMSceneLoading/Sprites/LoadingAnimation.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
"Assets/Feel/MMTools/Tools/MMSceneLoading/Sprites/LoadingAnimationComplete.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
"Assets/Feel/NiceVibrations/Demo/DemoAssets/BallDemo/HitAnimation.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
"Assets/Feel/NiceVibrations/Demo/DemoAssets/BallDemo/IdleAnimation.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
"Assets/Feel/NiceVibrations/Demo/DemoAssets/HapticClipsDemo/Animations/IdleAnimation.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
"Assets/Feel/NiceVibrations/Demo/DemoAssets/HapticClipsDemo/Animations/ShakingAnimation.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
"Assets/Feel/NiceVibrations/Demo/DemoAssets/HapticClipsDemo/Animations/SwapAnimation.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
"Assets/Feel/NiceVibrations/Demo/DemoAssets/WobbleDemo/Animations/WobbleIdle.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
"Assets/Feel/NiceVibrations/Demo/DemoAssets/WobbleDemo/Animations/WobbleSpark.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
"Assets/ScifiFacility/Animation/door_01_wing_left.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
"Assets/ScifiFacility/Animation/door_01_wing_right.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
"Assets/ScifiFacility/Animation/door_02_wing.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
"Assets/ScifiFacility/Animation/WarningLight.anim","StandaloneAnim","UNVERIFIED","","","","STANDALONE_ANIM_KEYFRAME_REDUCTION_UNVERIFIED"
